SMILES,tg,MinAbsEStateIndex,MolWt,HeavyAtomMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_CHGHI,BCUT2D_LOGPHI,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0v,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,SMR_VSA10,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,EState_VSA1,EState_VSA2,VSA_EState2,VSA_EState4,VSA_EState6,VSA_EState8,FractionCSP3,HeavyAtomCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,RingCount,MolMR,fr_NH0,fr_amide,fr_aniline,fr_benzene,fr_bicyclic,fr_imide,num_CH3,num_CH2,num_CH,num_C,num_OH,num_COC,num_OC,num_N,num_Hal,num_double_bonds
*Oc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,200.0,0.05592144,588.62,560.396,220,,,,,0.772727273,1.340909091,1.909090909,,,,,,1.738066536,3091.73511,21.23834412,11.48720605,7.683331153,7.683331153,4.863798907,4.863798907,3.069845854,3.069845854,-5.77,10.15675884,52.66442454,25.49169961,112.8900866,5.749511833,27.10233452,90.63628061,4.235526235,0.0,218.055565,6.066367068,69.09668943,-10.12547568,-17.77858352,-4.533706265,0.147058824,44,1,1,4,4,5,164.4011,1,5,3,4,1,1,0,5,0,29,0,0,5,4,0,5
*Oc1ccc(NC(=O)c2cc(NC(=O)CCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,225.0,0.02422321,560.566,536.374,208,,,,,0.80952381,1.357142857,1.904761905,,,,,,1.758638838,2873.306944,20.23834412,10.98720605,7.433331153,7.433331153,4.738798907,4.738798907,3.007345854,3.007345854,-5.77,10.25142197,52.66442454,12.7458498,112.8900866,5.749511833,27.10233452,90.63628061,4.235526235,0.0,205.3097152,6.066367068,68.90331596,-9.681756616,-17.04118948,-4.395573507,0.09375,42,1,1,4,4,5,155.1671,1,5,3,4,1,1,0,3,0,29,0,0,5,4,0,5
*Oc1ccc(NC(=O)c2cc(NC(=O)CCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(*)cc3)c2)cc1,240.0,0.00560588,546.539,524.363,202,,,,,0.804878049,1.341463415,1.87804878,,,,,,1.768834096,2764.74377,19.73834412,10.73720605,7.308331153,7.308331153,4.676298907,4.676298907,2.97375041,2.97375041,-5.77,10.32476268,52.66442454,6.372924901,112.8900866,5.749511833,27.10233452,90.63628061,4.235526235,0.0,193.6269769,11.37618042,68.79103913,-9.390907369,-16.57971156,-4.281515323,0.064516129,41,1,1,4,4,5,150.5501,1,5,3,4,1,1,0,2,0,29,0,0,5,4,0,5
*CCCCCCOP(=O)(/N=N/c1ccc(CCOC(=O)c2cc(C(=O)OCCc3ccc(/N=N/P(=O)(O*)OC)cc3)cc(C(C)(C)C)c2)cc1)OC,47.0,1.285417338,756.73,710.362,280,,,,,0.769230769,1.288461538,1.788461538,,,,,,2.454316155,3785.591628,26.55461886,15.42066625,8.122297177,10.9020137,4.535162249,5.935675396,2.48594132,3.191732067,-3.9,11.08788916,38.80635999,71.08405671,94.28386324,0.0,0.0,86.4646192,6.875840478,0.0,237.9271406,0.0,39.29978742,-18.42205988,-20.58525291,-31.29633305,0.444444444,52,0,0,3,3,3,194.574,4,0,0,3,0,0,5,10,0,21,0,2,2,4,0,6
*CCCCCCOP(=O)(/N=N/c1ccc(COC(=O)c2cc(C(=O)OCc3ccc(/N=N/P(=O)(O*)OC)cc3)cc(C(C)(C)C)c2)cc1)OC,62.0,1.242184815,728.676,686.34,268,,,,,0.8,1.32,1.82,,,,,,2.454644613,3561.809389,25.55461886,14.92066625,7.872297177,10.6520137,4.387224322,5.787737469,2.411972357,3.117763104,-3.9,11.05438914,38.80635999,71.45617739,94.28386324,0.0,0.0,86.4646192,6.875840478,0.0,225.1812908,0.0,39.21575209,-17.64794461,-19.68457891,-30.21176868,0.411764706,50,0,0,3,3,3,184.84,4,0,0,3,0,0,5,8,0,21,0,2,2,4,0,6
*CCOP(=O)(/N=N/c1ccc(CCOC(=O)c2cc(C(=O)OCCc3ccc(/N=N/P(=O)(O*)OC)cc3)cc(C(C)(C)C)c2)cc1)OC,84.0,1.254403893,700.622,662.318,256,,,,,0.8125,1.3125,1.770833333,,,,,,2.465895967,3339.641909,24.55461886,14.42066625,7.622297177,10.4020137,4.296631213,5.69714436,2.375104029,3.03525123,-3.9,11.05062463,38.80635999,45.5923571,94.28386324,0.0,0.0,86.4646192,6.875840478,0.0,212.435441,0.0,39.25600288,-17.71394166,-19.53605739,-29.50610471,0.375,48,0,0,3,3,3,176.106,4,0,0,3,0,0,5,6,0,21,0,2,2,4,0,6
*CCOP(=O)(/N=N/c1ccc(COC(=O)c2cc(C(=O)OCc3ccc(/N=N/P(=O)(O*)OC)cc3)cc(C(C)(C)C)c2)cc1)OC,105.0,1.206278776,672.568,638.296,244,,,,,0.847826087,1.347826087,1.804347826,,,,,,2.468984463,3119.15492,23.55461886,13.92066625,7.372297177,10.1520137,4.148693285,5.549206432,2.301135065,2.961282266,-3.9,11.08410694,38.80635999,45.96447779,94.28386324,0.0,0.0,86.4646192,6.875840478,0.0,199.6895912,0.0,39.15274058,-16.89965841,-18.59158381,-28.37336308,0.333333333,46,0,0,3,3,3,166.372,4,0,0,3,0,0,5,4,0,21,0,2,2,4,0,6
*CCCCCCCCCCCCOc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(O*)cc4)cc3)cc2)cc1,42.5,0.00073153,686.94,636.54,264,0.066267841,0.063001277,0.066267841,0.063001277,0.423076923,0.769230769,1.173076923,,,,,,1.626245072,4373.018565,25.71092377,13.95401322,8.874833615,8.874833615,5.73320947,5.73320947,3.682206165,3.682206165,-5.48,8.994886469,34.12431765,70.60508949,157.1028864,22.62592665,19.64320981,157.1028864,6.875840478,11.12690298,291.0172054,4.899909731,0.301119487,-10.07944762,-34.93502981,-8.018787858,0.25,52,0,0,6,6,6,218.344,2,0,6,6,0,0,0,12,0,36,0,0,0,2,0,0
*CCCCCCOc1ccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccccc4)c4ccc(O*)cc4)cc3)cc2)cc1,85.0,0.121057889,602.778,564.474,228,,,,,0.47826087,0.869565217,1.304347826,,,,,,1.71096642,3694.017359,22.71092377,12.45401322,8.124833615,8.124833615,5.35820947,5.35820947,3.494706165,3.494706165,-5.48,8.653024316,34.12431765,32.36754008,157.1028864,22.62592665,19.64320981,157.1028864,6.875840478,11.12690298,252.779656,4.899909731,0.470746813,-9.316445123,-32.45407323,-7.386546249,0.142857143,46,0,0,6,6,6,190.642,2,0,6,6,0,0,0,6,0,36,0,0,0,2,0,0
*O[Si](C)(C)CCCC(=O)Oc1ccc(/C=N/c2ccc(Oc3ccc(/N=C/c4ccc(OC(=O)CCC[Si](*)(C)C)cc4)cc3)cc2)cc1,52.0,1.1081752,678.934,636.598,248,,,,,0.729166667,1.166666667,1.583333333,,,,,,1.768218921,3605.776669,25.34391693,15.63979279,7.898211165,10.5105836,4.289670961,5.141733033,2.49583139,2.921862427,-4.646233766,9.526171194,52.80881747,63.3847628,107.8056023,22.99804733,14.21058886,106.6635088,37.8930632,0.0,246.9972299,0.0,38.97049934,-4.514963134,-21.16608061,-15.10018169,0.263157895,48,0,0,4,4,4,195.751,2,0,0,4,0,0,4,6,2,26,0,0,2,2,0,4
*O[Si](C)(C)OC(CCl)COc1ccc(C(C)(C)c2ccc(OCC(*)CCl)cc2)cc1,24.0,1.399198156,469.481,439.241,164,,,,,1.066666667,1.633333333,2.066666667,,,,,,3.239202904,1956.40221,16.90078,9.879259017,4.928246659,6.743498525,2.78289687,3.540612405,1.600476416,2.161055587,-1.243116883,5.809148353,31.76279399,44.54599854,59.46625264,11.49902367,9.473725908,48.33934966,19.3472058,0.0,148.854373,0.0,4.96682249,-7.582392806,-13.37346326,-24.02289654,0.47826087,30,0,0,2,2,2,124.632,0,0,0,2,0,0,4,4,2,13,0,0,0,0,2,0
*CCOCCOCCOc1ccc(/C=C/c2cc(OC)c(/C=C/c3ccc(O*)c4ccccc34)cc2OC)c2ccccc12,79.5,0.491334398,588.7,552.412,224,0.066861731,0.062291268,0.066861731,0.062291268,0.636363636,1.136363636,1.704545455,,,,,,1.918190154,3530.84806,21.44948974,11.4953656,7.587117307,7.587117307,5.132047168,5.132047168,3.32328336,3.32328336,-4.78,8.684863249,45.75318384,6.875840478,106.8476679,22.99804733,19.31711626,84.59386191,6.875840478,45.75318384,229.3455707,0.0,0.0,-5.026410374,-22.78633236,-23.41151487,0.210526316,44,0,0,5,5,5,177.866,0,0,0,5,2,0,2,6,4,26,0,2,0,0,0,2
*CCOCCOCCOc1ccc(/C=C/c2ccc(/C=C/c3ccc(O*)c4ccccc34)cc2)c2ccccc12,83.5,0.380374037,528.648,496.392,200,0.063063192,0.062291268,0.063063192,0.062291268,0.6,1.1,1.675,,,,,,1.758492876,3247.096505,19.63299316,10.67886902,6.974744871,6.974744871,4.621736805,4.621736805,2.966066106,2.966066106,-4.38,7.876919661,45.75318384,6.875840478,118.9325053,11.49902367,9.843390349,96.67869932,6.875840478,45.75318384,210.1059677,5.749511833,0.0,-3.892276698,-21.87652129,-22.99826129,0.166666667,40,0,0,5,5,5,164.762,0,0,0,5,2,0,0,6,4,26,0,2,0,0,0,2
*CCCCCCOC(=O)C(C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1)c1ccccc1,23.0,0.395825926,574.674,536.37,222,inf,0.062268905,inf,0.062268905,0.761904762,1.285714286,1.833333333,,,,,,1.831882664,3127.252206,20.25216522,10.59947927,6.545272439,6.545272439,3.98214609,3.98214609,2.337751568,2.337751568,-4.4,7.753181166,11.93861058,63.75319737,84.11489469,22.87379622,9.843390349,83.18048214,6.875840478,11.37477255,202.3574546,0.0,29.28084476,-3.592071623,-16.42446371,-17.70368122,0.393939394,42,0,0,3,4,4,156.329,2,0,0,3,0,0,0,12,1,20,0,2,2,0,0,2
*CCCCCCOC(=O)CC(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1,16.0,0.373874703,498.576,464.304,194,,,,,0.777777778,1.277777778,1.805555556,,,,,,1.990234389,2553.719311,17.25216522,8.849479274,5.295272439,5.295272439,3.028021945,3.028021945,1.707596386,1.707596386,-3.62,6.437010209,11.93861058,64.23216459,48.33934966,22.87379622,9.843390349,52.9683886,6.875840478,11.37477255,161.3113649,5.749511833,26.7990595,-1.469301696,-7.971379772,-17.04912526,0.481481481,36,0,0,2,3,3,131.763,2,0,0,2,0,0,0,13,0,14,0,2,2,0,0,2
*CCCCCCOC(=O)C(CCCCCCCCCCP(=O)(O)O)C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1,16.0,0.313610209,718.825,663.385,278,,,,,0.76,1.24,1.78,,,,,,2.459535767,3876.827075,24.81855088,13.66346734,7.279543914,8.498086865,4.049978429,4.435643106,2.238355665,2.431188004,-3.47,8.661168283,19.5343729,115.2155638,48.33934966,22.87379622,9.843390349,52.9683886,6.875840478,11.37477255,237.6480093,0.0,36.89904565,-1.756849868,-9.172971166,-19.32578094,0.621621622,50,0,0,2,3,3,189.1001,2,0,0,2,0,0,0,22,1,14,2,2,2,0,0,3
*CCCCCCOC(=O)C(CCCCCCCCCCP(=O)(OCC)OCC)C(=O)OCCCCCCOc1ccc(-n2on2-c2ccc(O*)cc2)cc1,9.0,0.290691399,774.933,711.429,302,,,,,0.740740741,1.222222222,1.759259259,,,,,,2.509049995,4293.581794,26.81855088,14.57171563,7.666242245,9.249933568,4.381623813,5.430579259,2.422812257,2.98455778,-3.47,8.974049937,19.5343729,128.919348,48.33934966,22.87379622,9.843390349,52.9683886,6.875840478,11.37477255,264.469764,0.0,30.32443763,-1.810492094,-9.392394458,-38.16674802,0.658536585,54,0,0,2,3,3,207.9145,2,0,0,2,0,0,2,24,1,14,0,2,2,0,0,3
*Oc1cccc2c(OC3(F)C(*)(F)C(F)(F)C3(F)F)cccc12,138.0,0.474219564,320.188,314.14,116,,,,,0.909090909,1.454545455,2.0,,,,,,2.428427598,1081.247672,10.08428342,5.496265855,4.318336745,4.318336745,3.030051067,3.030051067,1.834716611,1.834716611,-2.12,7.937051051,10.77244843,23.87155389,36.25451225,11.49902367,9.843390349,36.25451225,0.0,10.77244843,82.39753823,0.0,0.0,0.0,-5.573213183,0.0,0.285714286,22,0,1,2,2,3,62.776,0,0,0,2,1,0,0,0,0,14,0,0,0,0,6,0
*Oc1ccc(SSc2ccc(*)cc2)cc1,76.8,0.021007848,232.329,224.265,74,,,,,1.0,1.533333333,2.066666667,,,,,,2.480470302,805.9746391,8.857738033,5.928869017,2.279039102,4.428869017,1.264519551,3.339434508,0.694759776,2.232217254,-1.06,3.752653174,27.65416302,9.790966951,48.33934966,5.749511833,11.17289446,58.13031661,0.0,0.0,0.0,63.87982845,0.217522072,0.0,-0.711549507,0.0,0.0,15,0,0,2,2,2,64.86,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0
*CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(/C=C(\C)c2ccc(O*)cc2)cc1,33.0,0.541208396,484.545,452.289,188,,,,,1.085714286,1.714285714,2.285714286,,,,,,2.742499352,2326.203889,16.76598632,8.495365598,5.253783974,5.253783974,2.814391987,2.814391987,1.547294845,1.547294845,-3.36,6.688735461,23.56378685,51.37946825,59.46625264,11.49902367,9.843390349,48.33934966,6.875840478,11.62517628,165.5854871,0.0,26.12526092,-3.631800381,-11.36020279,-19.94647173,0.407407407,35,0,0,2,2,2,129.7586,0,0,0,2,0,0,1,8,3,15,2,2,2,0,0,3
*Oc1ccc(-c2ccc(Oc3ccc4ccccc4c3-c3c(*)ccc4ccccc34)c3ccccc23)c2ccccc12,301.0,0.006982601,536.63,512.438,196,,,,,0.428571429,0.904761905,1.547619048,,,,,,1.651580318,3703.220991,20.81649658,12.11237244,8.714434508,8.714434508,6.413403472,6.413403472,4.586856918,4.586856918,-5.6,9.470850186,49.15616078,0.0,145.018049,39.50234147,15.90975742,145.018049,0.0,65.34359968,210.9109966,22.76555461,0.0,-2.134964094,-19.62083561,0.0,0.0,42,0,0,8,8,8,174.116,0,0,0,8,4,0,0,0,0,40,0,0,0,0,0,0
*c1ccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4ccc(-c5ccc(*)nc5)cc4)cc3)cc2)cc1,257.0,0.15005367,537.555,513.363,192,,,,,0.55,1.0,1.55,,,,,,1.668283902,3080.748497,20.51359925,12.57389391,7.261122791,9.821306529,4.813596947,7.373780684,3.061435364,5.012347626,-4.92,9.330795866,35.31872306,0.0,145.1485255,34.12495032,37.65055624,145.1485255,0.0,11.12690298,196.2865695,18.30562935,3.94452122,-1.10621912,-23.34282823,0.0,0.0,40,0,0,5,6,6,161.3655,1,0,0,5,0,0,0,0,0,35,0,0,0,0,0,1
*SCC(=O)N/N=C/c1ccc(OCCCCCCCCCCOc2ccc(/C=N/NC(=O)CSc3nnc(*)s3)cc2OC)c(OC)c1,156.0,0.061088616,700.909,660.589,252,,,,,0.914893617,1.446808511,1.936170213,,,,,,2.220439829,3269.803946,24.80700593,13.29474442,6.628223846,8.659109651,3.765100438,5.401880283,2.09735421,3.080135963,-3.82,10.10792613,65.43366315,55.32305489,47.38141523,22.99804733,35.29562338,50.79698298,2.823684157,0.0,194.9999471,16.10154063,25.40689868,-9.025500533,-9.826448996,-9.580879801,0.4375,47,0,0,2,3,3,188.1124,4,2,0,2,0,0,2,12,2,16,0,0,2,4,0,4
*SCC(=O)N/N=C/c1ccc(OCCCCCCCCCCOc2ccc(/C=N/NC(=O)CSc3nnc(*)s3)cc2)cc1,117.0,0.007242623,640.857,604.569,228,,,,,0.88372093,1.372093023,1.837209302,,,,,,2.07889689,2959.432865,22.99050935,12.47824784,6.01585141,8.046737215,3.273518814,4.910298659,1.758865695,2.741647448,-3.42,9.302343383,65.43366315,55.32305489,59.46625264,11.49902367,25.82189747,62.88182039,2.823684157,0.0,181.509856,16.10154063,25.11432828,-8.276909748,-11.76498911,-9.169111625,0.4,43,0,0,2,3,3,175.0084,4,2,0,2,0,0,0,12,2,16,0,0,2,4,0,4
*OP(=O)(Oc1ccccc1)Oc1cccc2c(*)cccc12,138.0,0.014349146,298.234,287.146,104,,,,,0.952380952,1.714285714,2.523809524,,,,,,2.292228151,1381.674812,10.97463395,6.84913852,3.538036072,4.797611634,2.161336165,2.973698132,1.384442673,2.0971418,-2.29,5.164085271,24.66151262,0.0,66.46660578,11.49902367,15.11386139,66.46660578,0.0,10.77244843,79.74590787,16.81486714,5.067940051,0.0,-6.569298946,0.0,0.0,21,0,0,3,3,3,79.9715,0,0,0,3,1,0,0,0,0,16,0,0,0,0,0,1
*OP(=O)(Oc1ccccc1)Oc1ccc(-c2ccc(*)cc2)cc1,112.0,0.2752676,324.272,311.168,114,,,,,0.826086957,1.347826087,1.913043478,,,,,,2.201784677,1465.125951,11.97463395,7.34913852,3.788036072,5.047611634,2.235305129,3.047667096,1.373089863,2.040145444,-2.55,5.516058706,13.88906419,0.0,78.5514432,22.62592665,15.11386139,78.5514432,0.0,11.12690298,96.91522956,18.15120448,4.986501939,-0.957407937,-8.813655909,0.0,0.0,23,0,0,3,3,3,87.9015,0,0,0,3,0,0,0,0,0,18,0,0,0,0,0,1
*OP(=O)(Oc1ccccc1)Oc1ccc(*)cc1,97.0,0.297682479,248.174,239.102,86,,,,,1.058823529,1.647058824,2.235294118,,,,,,2.574101757,886.0557239,8.974633948,5.59913852,2.538036072,3.797611634,1.360305129,2.172667096,0.810589863,1.477645444,-1.77,4.159244211,13.88906419,0.0,54.38176837,11.49902367,15.11386139,54.38176837,0.0,0.0,61.61865174,12.08483742,4.937265212,0.0,-4.981865924,0.0,0.0,17,0,0,2,2,2,62.4655,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,1
*OP(=O)(Oc1ccc(S(=O)(=O)c2ccc(*)cc2)cc1)OC1CCCCC1,120.0,0.014017543,394.385,375.233,138,,,,,1.115384615,1.692307692,2.269230769,,,,,,2.267759449,1750.243366,14.0158754,9.323883392,4.19972115,7.282666869,2.476886753,4.772411967,1.470942748,3.083704098,-1.66,5.916512278,23.72631733,47.73560948,48.33934966,5.749511833,10.59011423,58.13031661,0.0,0.0,119.4844212,6.066367068,2.07917847,0.0,-9.178675703,0.0,0.333333333,26,0,1,2,2,3,95.2473,0,0,0,2,0,0,0,5,1,12,0,0,0,0,0,3
*OP(=O)(Oc1cccc2c(*)cccc12)OC1CCCCC1,134.0,0.161967266,304.282,287.146,110,,,,,1.285714286,2.047619048,2.857142857,,,,,,2.343391232,1427.393434,10.97463395,6.84913852,3.538036072,4.797611634,2.161336165,2.973698132,1.384442673,2.0971418,-1.35,4.136177113,24.66151262,37.94464253,36.25451225,5.749511833,10.59011423,36.25451225,0.0,10.77244843,87.11516924,17.49500999,4.930971277,0.0,-4.009723733,0.0,0.375,21,0,1,2,2,3,80.8595,0,0,0,2,1,0,0,5,1,10,0,0,0,0,0,1
*OP(=O)(Oc1ccc(-c2ccc(*)cc2)cc1)OC1CCCCC1,116.0,0.192807703,330.32,311.168,120,,,,,1.130434783,1.739130435,2.347826087,,,,,,2.255973498,1511.022134,11.97463395,7.34913852,3.788036072,5.047611634,2.235305129,3.047667096,1.373089863,2.040145444,-1.61,4.513099891,13.88906419,37.94464253,48.33934966,16.87641482,10.59011423,48.33934966,0.0,11.12690298,110.9831041,6.066367068,4.849533166,-1.24608807,-6.18166071,0.0,0.333333333,23,0,1,2,2,3,88.7895,0,0,0,2,0,0,0,5,1,12,0,0,0,0,0,1
*OP(=O)(Oc1ccc(C(C)(C)c2ccc(*)cc2)cc1)OC1CCCCC1,86.0,0.088034612,372.401,347.201,138,,,,,1.192307692,1.807692308,2.384615385,,,,,,2.462531746,1789.669583,13.47463395,8.09913852,4.538036072,5.797611634,2.735305129,3.547667096,1.623089863,2.290145444,-1.61,4.681148325,13.88906419,57.06341724,59.46625264,5.749511833,10.59011423,48.33934966,0.0,0.0,130.1018788,6.066367068,4.833446845,-6.650698427,-10.21943156,-7.977923875,0.428571429,26,0,1,2,2,3,101.9235,0,0,0,2,0,0,2,5,1,13,0,0,0,0,0,1
*OP(=O)(Oc1ccc(*)cc1)OC1CCCCC1,108.0,0.150856155,254.222,239.102,92,,,,,1.470588235,2.176470588,2.823529412,,,,,,2.747719907,1005.310115,8.974633948,5.59913852,2.538036072,3.797611634,1.360305129,2.172667096,0.810589863,1.477645444,-0.83,3.187067223,13.88906419,37.94464253,24.16967483,5.749511833,10.59011423,24.16967483,0.0,0.0,75.68652632,6.066367068,4.800296438,0.0,-2.40834294,0.0,0.5,17,0,1,1,1,2,63.3535,0,0,0,1,0,0,0,5,1,6,0,0,0,0,0,1
*Oc1ccc(Oc2ccc(/C=N/c3ccc(Oc4ccc(/N=C/c5ccc(*)cc5)cc4)cc3)cc2)cc1,120.0,0.24526913,482.539,460.363,178,,,,,0.540540541,0.891891892,1.324324324,,,,,,1.563425102,2656.99245,18.11917206,9.915047917,6.369172062,6.369172062,3.826182446,3.826182446,2.284920466,2.284920466,-5.16,8.45704474,29.82244406,0.0,131.9752771,28.74755917,20.64662037,130.8331836,0.0,0.0,166.644564,23.90071632,7.572590623,-2.928150084,-15.70604433,0.0,0.0,37,0,0,5,5,5,147.128,2,0,0,5,0,0,0,0,2,30,0,0,0,2,0,2
*Oc1ccc(Oc2ccc(/C=N/c3ccc(/N=C/c4ccc(*)cc4)cc3)cc2)cc1,117.0,0.270255479,390.442,372.298,144,,,,,0.666666667,1.1,1.6,,,,,,1.845024895,2078.125494,14.71092377,8.006799627,5.108861699,5.108861699,3.042934155,3.042934155,1.791234249,1.791234249,-4.18,6.673662536,29.82244406,0.0,107.8056023,17.2485355,15.90975742,106.6635088,0.0,0.0,130.9758655,23.90071632,7.582353935,-2.692954969,-10.99356502,0.0,0.0,30,0,0,4,4,4,120.612,2,0,0,4,0,0,0,0,2,24,0,0,0,2,0,2
*Oc1ccc(Oc2ccc(/C=N/CCCCCCCCCCCC/N=C/c3ccc(*)cc3)cc2)cc1,118.0,0.014153815,482.668,444.364,188,,,,,0.638888889,1.027777778,1.5,,,,,,2.178659258,2791.341157,17.71092377,9.256799627,5.385254902,5.385254902,3.006827357,3.006827357,1.68602915,1.68602915,-3.4,5.849437572,18.44767151,63.72924901,83.63592748,17.2485355,15.90975742,82.49383396,0.0,0.0,189.9887358,6.066367068,6.053941479,-2.34400876,-11.72456106,-8.804412976,0.375,36,0,0,3,3,3,150.754,2,0,0,3,0,0,0,12,2,18,0,0,0,2,0,2
*Oc1ccc(Oc2ccc(/C=N/CCCCCCCCCC/N=C/c3ccc(*)cc3)cc2)cc1,108.0,0.011540639,454.614,420.342,176,,,,,0.676470588,1.088235294,1.588235294,,,,,,2.167551643,2577.370729,16.71092377,8.756799627,5.135254902,5.135254902,2.881827357,2.881827357,1.62352915,1.62352915,-3.4,5.697136397,18.44767151,50.98339921,83.63592748,17.2485355,15.90975742,82.49383396,0.0,0.0,177.242886,6.066367068,6.100486872,-2.268231625,-11.35718148,-8.674205268,0.333333333,34,0,0,3,3,3,141.52,2,0,0,3,0,0,0,10,2,18,0,0,0,2,0,2
*Oc1ccc(Oc2ccc(/C=N/CCCCCC/N=C/c3ccc(*)cc3)cc2)cc1,111.0,0.08305982,398.506,372.298,152,,,,,0.766666667,1.233333333,1.766666667,,,,,,2.14364474,2156.130155,14.71092377,7.756799627,4.635254902,4.635254902,2.631827357,2.631827357,1.49852915,1.49852915,-3.4,5.441626191,18.44767151,25.49169961,83.63592748,17.2485355,15.90975742,82.49383396,0.0,0.0,146.0016746,11.8158789,6.254663346,-2.040408241,-10.31962106,-8.234306102,0.230769231,30,0,0,3,3,3,123.052,2,0,0,3,0,0,0,6,2,18,0,0,0,2,0,2
*Oc1ccc(Oc2ccc(/C=N/CCCC/N=C/c3ccc(*)cc3)cc2)cc1,105.0,0.135316911,370.452,348.276,140,,,,,0.821428571,1.285714286,1.821428571,,,,,,2.132334682,1949.132951,13.71092377,7.256799627,4.385254902,4.385254902,2.506827357,2.506827357,1.43602915,1.43602915,-3.4,5.351284976,18.44767151,12.7458498,83.63592748,17.2485355,15.90975742,82.49383396,0.0,0.0,133.2558248,11.8158789,6.394622454,-1.855884105,-9.546043873,-7.80929642,0.166666667,28,0,0,3,3,3,113.818,2,0,0,3,0,0,0,4,2,18,0,0,0,2,0,2
*Oc1ccc(Oc2ccc(/C=N/CC/N=C/c3ccc(*)cc3)cc2)cc1,101.0,0.207105351,342.398,324.254,128,,,,,0.846153846,1.307692308,1.846153846,,,,,,2.124035331,1744.744843,12.71092377,6.756799627,4.135254902,4.135254902,2.382523959,2.382523959,1.374225751,1.374225751,-3.4,5.300858654,18.44767151,0.0,83.63592748,17.2485355,15.90975742,82.49383396,0.0,0.0,120.5099749,11.8158789,6.628990593,-1.572593268,-8.458335338,-6.997426164,0.090909091,26,0,0,3,3,3,104.584,2,0,0,3,0,0,0,2,2,18,0,0,0,2,0,2
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)cc2[Si](C)(C)C)c([Si](C)(C)C)c1,197.0,1.090471173,750.95,710.63,268,,,,,0.68,1.1,1.5,,,,,,2.737582024,3592.507421,26.62552487,17.97101073,9.871637725,15.69500788,6.306436196,10.60609602,4.259750685,8.607178355,-3.556233766,11.47011719,42.4248161,93.81712055,93.80489603,17.2485355,26.28320871,70.21515403,38.85099763,0.0,247.2953682,0.0,-5.352209329,-22.35753711,-25.59356493,-46.43782599,0.351351351,50,0,0,4,4,4,189.3538,0,0,0,4,0,0,10,0,0,27,0,0,0,0,6,2
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)c(Br)c2)cc1Br,230.8,0.392428392,764.376,742.2,232,,,,,0.75,1.181818182,1.613636364,,,,,,2.375470778,2750.899737,24.5534469,13.93497174,8.249602198,11.65896889,5.470508035,8.07040974,3.573617045,5.559518952,-3.03,14.16771202,47.763508,54.96612292,102.7503351,17.2485355,15.90975742,79.16059306,0.0,0.0,190.8686137,0.0,-2.848398546,-20.11836604,-18.43713556,-16.45088911,0.225806452,44,0,0,4,4,4,158.7938,0,0,0,4,0,0,4,0,0,27,0,0,0,0,8,2
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)c([Si](C)(C)C)c4)(C(F)(F)F)C(F)(F)F)cc3[Si](C)(C)C)cc2[Si](C)(C)C)c([Si](C)(C)C)c1,148.9,1.392155915,839.208,790.824,292,,,,,0.592592593,1.018518519,1.5,,,,,,2.89289556,4054.686162,30.62552487,22.97101073,10.87163772,20.69500788,6.75540516,13.15712706,4.435781721,10.11233354,-3.122467532,11.72985681,68.94601199,105.2605497,83.63592748,17.2485355,36.65666,82.29999144,77.70199526,0.0,275.0910247,0.0,-5.575017509,-14.15295064,-32.91816967,-59.01304786,0.384615385,54,0,0,4,4,4,216.3658,0,0,0,4,0,0,12,0,0,27,0,0,0,0,6,2
