SMILES,tg,MinAbsEStateIndex,MolWt,HeavyAtomMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_CHGHI,BCUT2D_LOGPHI,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0v,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Kappa1,SMR_VSA10,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,EState_VSA1,EState_VSA2,VSA_EState2,VSA_EState4,VSA_EState6,VSA_EState8,FractionCSP3,HeavyAtomCount,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticRings,RingCount,MolMR,fr_NH0,fr_amide,fr_aniline,fr_benzene,fr_bicyclic,fr_imide,num_CH3,num_CH2,num_CH,num_C,num_OH,num_COC,num_OC,num_N,num_Hal,num_double_bonds
C=Cc1ccccc1,367.0879272,0.411111111,104.152,96.088,40,0.062901579,-0.09847005,0.09847005,0.062901579,1.625,2.375,3.0,-4.22e-16,-0.007390605,-1.58e-16,-3.8e-17,-0.519279129,3.720408973,442.4120339,4.0,2.0,1.125,1.125,0.625,0.625,0.3125,0.3125,-1.04,1.104685293,6.052071746,0.0,42.30658399,0.0,0.0,36.7431325,0.0,6.052071746,48.35865574,0.0,0.0,-0.411111111,-3.495313681,-0.890249433,0.0,8,0,0,1,1,1,36.533,0,0,0,1,0,0,0,1,1,6,0,0,0,0,0,1
C=C(C)C(=O)OC,375.8393674,1.251273148,100.117,92.053,40,0.332326985,-0.465674779,0.465674779,0.332326985,2.142857143,3.0,3.428571429,-6.16e-33,-8.87e-17,-4.17e-17,-2.4099999999999997e-34,-0.947925002,5.024028743,280.3876042,3.316496581,1.362372436,0.764519551,0.764519551,0.296821848,0.296821848,0.051031036,0.051031036,-0.79,0.965965046,5.969305288,6.851892117,12.10414349,0.0,0.0,12.10414349,0.0,0.0,31.96329336,0.0,11.00689815,-1.251273148,0.0,-4.328240741,0.4,7,0,0,0,0,0,26.83,0,0,0,0,0,0,2,1,0,2,0,1,1,0,0,2
O=C1CCCCCO1,253.5962216,1.983564815,114.144,104.064,46,0.305277534,-0.465675003,0.465675003,0.305277534,1.5,2.375,3.25,2.63e-19,-1.57e-16,-4.54e-16,3.86e-33,-1.087426213,3.624567703,385.8291431,3.816496581,1.862372436,0.991581624,0.991581624,0.484321848,0.484321848,0.236426442,0.236426442,-0.53,1.024574053,5.969305288,25.49169961,0.0,0.0,0.0,0.0,0.0,0.0,38.01999014,0.0,11.33208333,0.0,0.0,-3.49525463,0.833333333,8,1,1,0,0,1,29.427,0,0,0,0,0,0,0,5,0,1,0,1,1,0,0,1
O=C1OCCOC(=O)c2ccc1cc2,346.9880798,0.89525463,192.17,184.106,72,0.337743475,-0.458465718,0.458465718,0.337743475,1.0,1.357142857,1.714285714,12.10924796,-4.32e-17,0.089993258,2.537744176,-0.93289412,2.852637014,610.6523201,6.632993162,3.474744871,2.233163248,2.233163248,1.362372436,1.362372436,0.753050587,0.753050587,-1.84,3.382444174,11.93861058,0.0,35.29657781,0.0,0.0,24.16967483,0.0,0.0,60.35315888,0.0,23.78791856,-1.790509259,-3.625143613,-6.786261338,0.2,14,2,2,1,1,3,47.007,0,0,0,1,7,0,0,2,0,8,0,2,2,0,0,2
C=C,219.999698,0.740740741,28.054,24.022,12,0.053155537,-0.106311075,0.106311075,0.053155537,2.0,2.5,2.5,-0.151713288,-1.144337533,-1.0461301,-0.427216406,-0.588098641,3.675948765,55.61727061,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,0.042408802,0.0,0.0,13.06207792,0.0,0.0,13.06207792,0.0,0.0,13.06207792,0.0,0.0,0.0,0.0,-1.481481481,0.0,2,0,0,0,0,0,11.254,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
C=C(C)C(=O)OCCCC,294.3223062,1.532228875,142.198,128.086,58,0.332602811,-0.462354562,0.462354562,0.332602811,2.0,2.9,3.5,-1.34e-20,-1.09e-16,-8.33e-17,-1.86e-17,-1.123773957,5.879693149,519.8729812,4.816496581,2.112372436,1.116581624,1.116581624,0.461383921,0.461383921,0.148410924,0.148410924,-0.79,1.258487271,5.969305288,26.44963404,12.10414349,0.0,0.0,12.10414349,0.0,0.0,51.08206806,0.0,11.72046107,-1.55868528,0.0,-12.41650502,0.625,10,0,0,0,0,0,40.681,0,0,0,0,0,0,2,4,0,2,0,1,1,0,0,2
C=C(C)C,198.3780338,1.087962963,56.108,48.044,24,0.053707066,-0.100419849,0.100419849,0.053707066,2.25,3.0,3.0,-3.14e-15,-0.042733549,-5.97e-17,-1.15e-16,-0.986533065,5.130888313,172.08385,2.0,0.75,0.375,0.375,0.0,0.0,0.0,0.0,-0.26,0.243424432,0.0,13.70378423,12.10414349,0.0,0.0,12.10414349,0.0,0.0,25.80792773,0.0,0.0,-1.087962963,0.0,-6.927083333,0.5,4,0,0,0,0,0,20.488,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1
C=CC(=O)O,377.7950005,0.912037037,72.063,68.031,28,0.327198112,-0.478089149,0.478089149,0.327198112,2.8,3.6,3.8,10.74473633,1.39e-16,-5.55e-17,6.08e-17,-0.739581205,4.206976833,147.8917376,2.316496581,0.90824829,0.412457479,0.412457479,0.102062073,0.102062073,0.0,0.0,-0.79,0.83449095,5.969305288,0.0,12.58311071,0.0,0.0,12.58311071,0.0,1.431199657,18.552416,0.0,10.05814815,0.0,-0.912037037,-0.95162037,0.0,5,0,0,0,0,0,17.8328,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,2
C=C(C)C(=O)OCCCCCC,264.5338837,1.631077207,170.252,152.108,70,0.332602812,-0.462354375,0.462354375,0.332602812,1.666666667,2.583333333,3.25,-2.62e-16,-1.8e-16,-1.7e-16,-1.08e-16,-1.148034713,6.398575621,690.7361084,5.816496581,2.612372436,1.366581624,1.366581624,0.586383921,0.586383921,0.210910924,0.210910924,-0.79,1.468422142,5.969305288,39.19548384,12.10414349,0.0,0.0,12.10414349,0.0,0.0,63.82791786,0.0,11.95942519,-1.677252023,0.0,-13.1086215,0.7,12,0,0,0,0,0,49.915,0,0,0,0,0,0,2,6,0,2,0,1,1,0,0,2
C=CC(=O)OCC,250.7996805,1.179313114,100.117,92.053,40,0.329627783,-0.462840392,0.462840392,0.329627783,2.714285714,3.571428571,4.142857143,6.74e-17,-1.05e-17,-1.33e-16,-9.639999999999999e-34,-1.053348116,4.781245292,285.8973792,3.316496581,1.362372436,0.616581624,0.616581624,0.245790812,0.245790812,0.07186437,0.07186437,-0.79,0.965965046,5.969305288,6.851892117,12.58311071,0.0,0.0,12.58311071,0.0,0.0,31.96329336,0.0,10.84918981,0.0,-1.205439815,-7.610869709,0.4,7,0,0,0,0,0,26.83,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,2
C=COC(C)=O,313.5393765,1.048518519,86.09,80.042,34,0.306915205,-0.435323432,0.435323432,0.306915205,2.666666667,3.5,4.0,0.0,-1.1e-16,-7.76e-17,-7.71e-33,-0.927832956,4.31802396,212.0782,2.816496581,1.112372436,0.491581624,0.491581624,0.143728739,0.143728739,0.046348851,0.046348851,-0.79,0.885830095,5.969305288,6.851892117,12.76917105,0.0,0.0,12.76917105,0.0,0.0,25.59036845,0.0,10.47388889,0.0,0.0,-4.005115741,0.25,6,0,0,0,0,0,21.963,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,2
C=C(C)C(=O)OCCO,367.1573232,1.40541147,130.143,120.063,52,0.332687122,-0.459909612,0.459909612,0.332687122,2.333333333,3.222222222,3.777777778,1.12e-16,-1.31e-16,-5.73e-18,-2.03e-17,-1.035395997,5.332285145,379.2164534,4.224744871,1.816496581,0.968643696,0.968643696,0.389519551,0.389519551,0.118213221,0.118213221,-0.83,1.424688037,5.969305288,6.851892117,12.10414349,0.0,0.0,12.10414349,0.0,0.0,38.04331138,0.0,11.40604781,-1.40541147,0.0,-11.43189024,0.5,9,0,0,0,0,0,32.8588,0,0,0,0,0,0,1,3,0,2,1,1,1,0,0,2
C=CCC(C)C,302.0,1.37025463,84.162,72.066,36,0.056969764,-0.103073005,0.103073005,0.056969764,2.666666667,3.5,4.0,-0.077908305,-0.607784429,-0.578776438,-0.241961096,-1.126488239,6.191367186,324.5595862,3.0,1.25,0.625,0.625,0.1875,0.1875,0.0625,0.0625,-0.26,0.460211714,0.0,20.07670914,12.58311071,0.0,0.0,12.58311071,0.0,0.0,38.55377753,0.0,0.0,0.0,-1.453935185,-8.474421296,0.666666667,6,0,0,0,0,0,29.652,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1
C=Cc1cccc(C)c1,370.9959713,0.576736111,118.179,108.099,46,0.063183216,-0.098469886,0.098469886,0.063183216,2.0,3.0,3.777777778,-4.41e-16,-0.006818715,-5.04e-18,3.92e-17,-0.945672847,3.881199494,549.3443592,4.5,2.25,1.375,1.375,0.75,0.75,0.40625,0.40625,-1.04,1.195415499,6.052071746,6.851892117,41.82761678,0.0,0.0,30.70071379,0.0,6.052071746,54.73158064,0.0,0.0,-1.317939815,-3.765568311,-3.826558957,0.111111111,9,0,0,1,1,1,41.27,0,0,0,1,0,0,1,1,1,6,0,0,0,0,0,1
C=C(C)C(=O)OCC,327.4446754,1.379050926,114.144,104.064,46,0.332592718,-0.462648587,0.462648587,0.332592718,2.25,3.125,3.625,2.76e-17,-1.3e-16,-2.38e-17,-1.79e-17,-1.053415407,5.277629399,357.5446442,3.816496581,1.612372436,0.866581624,0.866581624,0.347852885,0.347852885,0.097379888,0.097379888,-0.79,1.058162668,5.969305288,13.70378423,12.10414349,0.0,0.0,12.10414349,0.0,0.0,38.33621826,0.0,11.32356481,-1.379050926,0.0,-11.27306264,0.5,8,0,0,0,0,0,31.447,0,0,0,0,0,0,2,2,0,2,0,1,1,0,0,2
C=C(C)C(=O)OCC(C)O,349.0,1.488836924,144.17,132.074,58,0.332697738,-0.459612039,0.459612039,0.332697738,2.4,3.3,3.8,1.9e-19,-4.33e-17,-4.54e-17,-3.19e-17,-1.083027704,5.727335449,458.3207925,4.724744871,2.066496581,1.195705769,1.195705769,0.440550587,0.440550587,0.143728739,0.143728739,-0.83,1.504532773,5.969305288,19.78380226,12.10414349,0.0,0.0,12.10414349,0.0,0.0,44.41623628,0.0,11.63266345,-1.505326436,0.0,-12.10523491,0.571428571,10,0,0,0,0,0,37.4538,0,0,0,0,0,0,2,2,1,2,1,1,1,0,0,2
C=Cc1ccc(Cl)cc1,391.2307381,0.330498866,138.597,131.541,46,0.063861881,-0.098470037,0.098470037,0.063861881,1.666666667,2.333333333,2.888888889,10.87257566,-3.48e-17,0.04148289,2.494617763,-0.519202433,3.720408973,446.7605495,5.133893419,2.56694671,1.313982237,1.69194671,0.719491118,0.908473355,0.359745559,0.454236677,-0.75,1.864619726,17.65301164,0.0,41.2867986,0.0,0.0,30.70071379,5.022633314,6.052071746,36.75278554,10.58608481,0.0,-0.375555556,-2.609259259,-0.872108844,0.0,9,0,0,1,1,1,41.543,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,1
C=C(C)C(=O)OCCC,310.7139186,1.467365835,128.171,116.075,52,0.332602642,-0.462365429,0.462365429,0.332602642,2.111111111,3.0,3.555555556,0.0,-1.66e-16,-3.1e-17,-5.06e-19,-1.098961559,5.581296372,437.5027449,4.316496581,1.862372436,0.991581624,0.991581624,0.398883921,0.398883921,0.122895406,0.122895406,-0.79,1.15653547,5.969305288,20.07670914,12.10414349,0.0,0.0,12.10414349,0.0,0.0,44.70914316,0.0,11.55018046,-1.478965892,0.0,-11.92036565,0.571428571,9,0,0,0,0,0,36.064,0,0,0,0,0,0,2,3,0,2,0,1,1,0,0,2
C=C(C)c1ccccc1,353.7886301,0.619444444,118.179,108.099,46,0.062911636,-0.09551616,0.09551616,0.062911636,1.666666667,2.444444444,3.0,9e-17,-1.38e-16,-1.38e-16,-1.17e-18,-0.927958209,3.836437421,520.0943592,4.5,2.25,1.375,1.375,0.75,0.75,0.375,0.375,-1.04,1.195415499,5.57310453,6.851892117,42.30658399,0.0,0.0,36.7431325,0.0,5.57310453,54.73158064,0.0,0.0,-1.476388889,-3.498700869,-4.008446712,0.111111111,9,0,0,1,1,1,41.15,0,0,0,1,0,0,1,1,0,7,0,0,0,0,0,1
C=CC#N,382.9514612,0.597222222,53.064,50.04,20,0.090531375,-0.193121261,0.193121261,0.090531375,2.75,3.5,3.5,10.82017217,1.39e-17,-1.3e-17,1.552337261,-0.527413486,4.072805029,127.605671,1.947213595,0.723606798,0.236803399,0.236803399,0.055901699,0.055901699,0.0,0.0,-0.77,0.58723086,0.0,0.0,12.58311071,6.069221313,0.0,12.58311071,0.0,0.0,12.58311071,0.0,0.0,0.0,0.738425926,-0.733796296,0.0,4,0,0,0,0,0,15.81,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1
C=Cc1ccccc1C,409.0,0.619444444,118.179,108.099,46,0.062911639,-0.098460184,0.098460184,0.062911639,1.888888889,2.777777778,3.555555556,9.25e-33,-7.28e-17,-6.38e-17,2.2e-17,-0.945060481,3.948716648,549.3443592,4.5,2.25,1.375,1.375,0.8125,0.8125,0.40625,0.40625,-1.04,1.195415499,6.052071746,6.851892117,41.82761678,0.0,0.0,30.70071379,0.0,6.052071746,54.73158064,0.0,0.0,-1.355092593,-3.766262755,-3.885619803,0.111111111,9,0,0,1,1,1,41.27,0,0,0,1,0,0,1,1,1,6,0,0,0,0,0,1
C=C(C)C(=O)OCCCCCCCC,246.5040748,1.702659847,198.306,176.13,82,0.332602812,-0.462354375,0.462354375,0.332602812,1.428571429,2.214285714,2.928571429,-3.89e-16,-3.23e-16,-2.58e-16,-2.72e-16,-1.159510001,6.806529073,868.4399046,6.816496581,3.112372436,1.616581624,1.616581624,0.711383921,0.711383921,0.273410924,0.273410924,-0.79,1.682782539,5.969305288,51.94133364,12.10414349,0.0,0.0,12.10414349,0.0,0.0,76.57376767,0.0,12.11917037,-1.760849361,0.0,-13.56625273,0.75,14,0,0,0,0,0,59.149,0,0,0,0,0,0,2,8,0,2,0,1,1,0,0,2
C=CC1CCCCC1,397.6490423,1.475174792,110.2,96.088,46,0.05725709,-0.102803508,0.102803508,0.05725709,1.75,2.5,3.125,-0.072938461,-0.519378232,-0.496712809,-0.219683271,-1.155308076,3.984799173,478.9358788,4.0,2.0,1.125,1.125,0.625,0.625,0.3125,0.3125,-0.26,0.743946447,0.0,31.86462451,12.58311071,0.0,0.0,12.58311071,0.0,0.0,50.3416929,0.0,0.0,0.0,-1.56412037,-1.475174792,0.75,8,0,1,0,0,1,36.772,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,1
C=Cc1ccc(C(C)(C)C)cc1,402.0,0.838633787,160.26,144.132,64,0.062912042,-0.098470047,0.098470047,0.062912042,1.5,2.166666667,2.666666667,1.67e-16,-2.62e-16,-9.89e-17,-1.67e-17,-1.094493876,4.36400964,735.8305583,6.0,3.0,2.125,2.125,1.125,1.125,0.5625,0.5625,-1.04,1.495854855,6.052071746,25.97066682,41.82761678,0.0,0.0,30.70071379,0.0,6.052071746,73.85035534,0.0,0.0,-5.938020833,-5.789999055,-12.52426953,0.333333333,12,0,0,1,1,1,55.233,0,0,0,1,0,0,3,1,1,7,0,0,0,0,0,1
C=C(F)F,235.2181242,1.407407407,64.034,62.018,24,0.262688867,-0.174104534,0.262688867,0.174104534,2.0,2.25,2.25,12.67730276,1.39e-17,0.4192,1.107,-0.517231181,3.675948765,59.61727061,1.755928946,0.627964473,0.260410808,0.260410808,0.0,0.0,0.0,0.0,-0.4,1.150094518,0.0,0.0,12.61168219,0.0,0.0,12.61168219,0.0,0.0,12.61168219,0.0,0.0,0.0,0.0,-1.407407407,0.0,4,0,0,0,0,0,11.356,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1
C[Si](C)[O],148.9832193,2.82349537,74.155,68.107,24,0.252651068,-0.29859627,0.29859627,0.252651068,2.0,2.5,2.5,-4.54e-17,-4.7e-17,-3.77e-17,-5.53e-18,-0.911655159,4.231132186,99.8966738,2.90824829,2.112372436,0.329124145,0.987372436,0.0,0.0,0.0,0.0,0.176883117,0.500569513,9.040257602,12.95033254,0.0,0.0,0.0,0.0,12.95033254,0.0,21.99059014,0.0,10.5462963,0.0,0.0,-5.646990741,1.0,4,0,0,0,0,0,18.1685,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
C=CC(=O)OCCCC,219.2495731,1.323895542,128.171,116.075,52,0.329637876,-0.462546367,0.462546367,0.329637876,2.333333333,3.222222222,3.888888889,2.9700000000000003e-31,-1.15e-16,-6.31e-17,-4.13e-17,-1.123762619,5.610608833,443.0125199,4.316496581,1.862372436,0.866581624,0.866581624,0.359321848,0.359321848,0.122895406,0.122895406,-0.79,1.15653547,5.969305288,19.59774192,12.58311071,0.0,0.0,12.58311071,0.0,0.0,44.70914316,0.0,11.24608607,0.0,-1.385074169,-8.619896345,0.571428571,9,0,0,0,0,0,36.064,0,0,0,0,0,0,1,4,1,1,0,1,1,0,0,2
C=CC,256.8507158,0.914351852,42.081,36.033,18,0.056663464,-0.103361251,0.103361251,0.056663464,3.333333333,4.333333333,4.333333333,-0.080647105,-0.781620587,-0.70639813,-0.248644001,-0.951421198,4.39951587,125.7286241,1.5,0.5,0.125,0.125,0.0,0.0,0.0,0.0,-0.26,0.138473649,0.0,6.851892117,12.58311071,0.0,0.0,12.58311071,0.0,0.0,19.43500283,0.0,0.0,0.0,-0.914351852,-3.547453704,0.333333333,3,0,0,0,0,0,15.871,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
C=CC(=O)OC,280.7496657,1.077662037,86.09,80.042,34,0.329362027,-0.465866582,0.465866582,0.329362027,2.666666667,3.5,4.0,3.49e-15,-2.78e-17,-7.67e-17,0.0,-0.94678625,4.358023728,212.0782,2.816496581,1.112372436,0.514519551,0.514519551,0.194759776,0.194759776,0.025515518,0.025515518,-0.79,0.885830095,5.969305288,0.0,12.58311071,0.0,0.0,12.58311071,0.0,0.0,25.59036845,0.0,10.53252315,0.0,-1.077662037,-1.079398148,0.25,6,0,0,0,0,0,22.213,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,2
CC1CO1,205.6661258,2.307291667,58.08,52.032,24,0.078142401,-0.373431608,0.373431608,0.078142401,3.0,3.75,3.75,-9.62e-16,-0.137783044,-0.027109318,-3.82e-17,-0.994957308,2.778393762,160.8660889,1.90824829,0.90824829,0.53324829,0.53324829,0.204124145,0.204124145,0.025515518,0.025515518,-0.04,0.349751778,0.0,12.93191014,0.0,0.0,0.0,0.0,0.0,0.0,19.49089539,0.0,0.0,0.0,0.0,-5.005208333,1.0,4,1,1,0,0,1,15.414,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0
CCCCCCOCC1CO1,188.3327441,2.952691524,158.241,140.097,66,0.104219838,-0.378662965,0.378662965,0.104219838,1.818181818,2.727272727,3.454545455,-2.52e-16,-0.135987443,-0.027056603,-2.03e-16,-1.149691947,3.402955122,648.2074501,5.316496581,2.566496581,1.339434508,1.339434508,0.637414957,0.637414957,0.252577591,0.252577591,-0.08,1.284841055,0.0,38.42360975,0.0,0.0,0.0,0.0,0.0,0.0,58.10056548,0.0,0.0,0.0,0.0,-14.5928933,1.0,11,1,1,0,0,1,44.701,0,0,0,0,0,0,1,7,1,0,0,2,0,0,0,0
C=Cc1cc(F)ccc1F,374.0,0.931944444,140.132,134.084,52,0.130108527,-0.206985625,0.206985625,0.130108527,1.7,2.5,3.2,11.66018088,0.502055404,0.661851478,2.674174945,-0.519020328,3.720408973,448.9022589,4.755928946,2.377964473,1.502964473,1.502964473,0.861227796,0.861227796,0.454236677,0.454236677,-1.18,2.455758659,6.052071746,0.0,41.85618826,0.0,0.0,24.65829508,0.0,6.052071746,47.90826,0.0,0.0,-0.931944444,-4.235684051,-1.093582766,0.0,10,0,0,1,1,1,36.449,0,0,0,1,0,0,0,1,1,6,0,0,0,0,2,1
C=Cc1ccc(F)cc1,377.9973498,0.531111111,122.142,115.086,46,0.122750016,-0.20701177,0.20701177,0.122750016,1.666666667,2.333333333,2.888888889,10.84564068,-2.35e-16,0.041481384,2.044788466,-0.519214707,3.720408973,446.7605495,4.377964473,2.188982237,1.313982237,1.313982237,0.719491118,0.719491118,0.359745559,0.359745559,-1.11,1.689374955,6.052071746,0.0,42.08138613,0.0,0.0,30.70071379,0.0,6.052071746,48.13345787,0.0,0.0,-0.531111111,-4.067592593,-0.951473923,0.0,9,0,0,1,1,1,36.491,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,1
C=Cc1ccc(Br)cc1,414.9903303,0.009778912,183.048,175.992,46,0.063480966,-0.09847004,0.09847004,0.063480966,1.666666667,2.333333333,2.888888889,10.88095995,1.22e-16,0.041483199,2.410240287,-0.519205396,3.720408973,446.7605495,5.963961012,2.981980506,1.313982237,2.106980506,0.719491118,1.115990253,0.359745559,0.557995127,-0.56,1.95971865,21.98201564,0.0,40.7368848,0.0,0.0,35.17343331,0.0,6.052071746,24.66794812,22.12100842,0.0,-0.321111111,-2.098842593,-0.844331066,0.0,9,0,0,1,1,1,44.233,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,1
CCCCOCC1CO1,194.0,2.831012613,130.187,116.075,54,0.104219838,-0.378663148,0.378663148,0.104219838,2.222222222,3.111111111,3.777777778,-1e-15,-0.135987647,-0.027056785,-4.38e-17,-1.127861485,3.169343968,480.0076791,4.316496581,2.066496581,1.089434508,1.089434508,0.512414957,0.512414957,0.190077591,0.190077591,-0.08,1.065089225,0.0,25.67775995,0.0,0.0,0.0,0.0,0.0,0.0,45.35471568,0.0,0.0,0.0,0.0,-13.81125827,1.0,9,1,1,0,0,1,35.467,0,0,0,0,0,0,1,5,1,0,0,2,0,0,0,0
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.O=C(O)c1ccc(C(=O)O)cc1,473.9915848,0.762471655,394.423,372.247,150,0.335179028,-0.507966636,0.507966636,0.335179028,0.724137931,1.103448276,1.379310345,11.28295551,0.03401053,0.159030043,1.311001574,-1.031475671,4.22e-07,1665.947146,13.94948974,7.224744871,4.983163248,4.983163248,2.987372436,2.987372436,1.618686218,1.618686218,-3.8,6.352390627,11.93861058,19.1187747,94.76283046,11.49902367,0.0,72.50902449,0.0,2.862399314,137.3192394,0.0,22.28125961,-7.624038171,-12.56640348,-7.555779951,0.130434783,29,0,0,3,3,3,108.7022,0,0,0,3,0,0,2,0,0,21,4,0,2,0,0,2
C=Cc1cccc(Cl)c1,363.0,0.34537037,138.597,131.541,46,0.064475948,-0.098469195,0.098469195,0.064475948,1.888888889,2.777777778,3.555555556,10.89048075,1.11e-16,0.041639425,2.555162159,-0.519201479,3.720408973,446.7605495,5.133893419,2.56694671,1.313982237,1.69194671,0.719491118,0.908473355,0.383368339,0.525105016,-0.75,1.864619726,17.65301164,0.0,41.2867986,0.0,0.0,30.70071379,5.022633314,6.052071746,36.75278554,10.58608481,0.0,-0.355555556,-2.603523558,-0.865558075,0.0,9,0,0,1,1,1,41.543,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,1
C=Cc1ccccc1Cl,392.9974598,0.312345679,138.597,131.541,46,0.063862572,-0.098417416,0.098417416,0.063862572,1.777777778,2.555555556,3.333333333,10.91356668,2.8300000000000003e-31,0.175897696,2.649319646,-0.519010473,3.720408973,446.7605495,5.133893419,2.56694671,1.313982237,1.69194671,0.766736677,1.050210032,0.383368339,0.525105016,-0.75,1.864619726,17.65301164,0.0,41.2867986,0.0,0.0,30.70071379,5.022633314,6.052071746,36.75278554,10.58608481,0.0,-0.312345679,-2.63228899,-0.854693878,0.0,9,0,0,1,1,1,41.543,0,0,0,1,0,0,0,1,1,6,0,0,0,0,1,1
C=C(Cl)Cl,260.5840912,0.296296296,96.944,94.928,24,0.099184039,-0.071555308,0.099184039,0.071555308,2.0,2.25,2.25,12.76297571,0.0,0.6885,4.238693889,-0.511960453,3.675948765,59.61727061,3.267786838,1.383893419,0.260410808,1.209803852,0.0,0.0,0.0,0.0,0.32,1.682428628,23.20187978,0.0,11.02250714,0.0,0.0,11.02250714,0.0,0.0,6.531038962,4.491468174,0.0,0.0,0.0,-0.543209877,0.0,4,0,0,0,0,0,20.846,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1
C=CCl,352.7677157,0.518518519,62.499,59.475,18,0.074858455,-0.093597916,0.093597916,0.074858455,3.0,3.333333333,3.333333333,-1.55e-15,-0.047237165,0.0,3.66e-16,-0.526242679,3.675948765,58.86238311,2.133893419,0.81694671,0.094491118,0.283473355,0.0,0.0,0.0,0.0,0.03,0.493513156,11.60093989,0.0,12.04229253,0.0,0.0,12.04229253,0.0,0.0,12.04229253,0.0,0.0,-0.518518519,0.0,-0.641975309,0.0,3,0,0,0,0,0,16.05,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
FC(F)=C(F)Cl,368.6153261,1.935185185,116.469,116.469,36,0.316986828,-0.187515546,0.316986828,0.187515546,1.166666667,1.333333333,1.333333333,35.49573842,1.951739421,2.109371345,6.277233263,0.393310971,3.675948765,58.86238311,3.267786838,1.383893419,0.520821616,0.852660995,0.142857143,0.285714286,0.0,0.0,-0.18,5.82,11.60093989,0.0,11.36669893,0.0,0.0,11.36669893,0.0,0.0,11.36669893,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,16.203,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,1
COCC1CO1,211.0,2.526041667,88.106,80.042,36,0.104204803,-0.38190068,0.38190068,0.104204803,2.833333333,3.666666667,4.166666667,-7.09e-19,-0.136083305,-0.02706991,0.0,-1.000063384,2.779995994,246.2160592,2.816496581,1.316496581,0.737372436,0.737372436,0.347852885,0.347852885,0.113531036,0.113531036,-0.08,0.739560048,0.0,6.080018027,0.0,0.0,0.0,0.0,0.0,0.0,26.23594097,0.0,0.0,0.0,0.0,-5.552083333,1.0,6,1,1,0,0,1,21.616,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0
[CH2]C[O],230.8753036,1.229166667,44.053,40.021,18,0.082276276,-0.236740182,0.236740182,0.082276276,3.0,3.333333333,3.333333333,0.0,-0.157148771,-0.079956358,0.0,-0.843965562,3.541196965,55.20035948,1.40824829,0.454124145,0.102062073,0.102062073,0.0,0.0,0.0,0.0,-0.04,0.320118914,0.0,0.0,6.875840478,0.0,0.0,0.0,0.0,0.0,13.43482572,0.0,0.0,0.0,0.0,-4.229166667,0.5,3,0,0,0,0,0,10.9105,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
C=C(C)C(=O)OC1CCCCC1,364.7258541,1.618627632,168.236,152.108,68,0.33287942,-0.459043179,0.459043179,0.33287942,1.75,2.5,3.083333333,8e-17,-2.2e-16,-1.5e-16,-1.07e-17,-1.151818844,3.76386479,666.7037533,5.816496581,2.862372436,1.718643696,1.718643696,0.875945993,0.875945993,0.433290812,0.433290812,-0.79,1.578338002,5.969305288,44.79653465,12.10414349,0.0,0.0,12.10414349,0.0,0.0,62.86998343,0.0,12.19167706,-1.666267479,0.0,-5.0838936,0.7,12,0,1,0,0,1,47.779,0,0,0,0,0,0,1,6,1,2,0,1,1,0,0,2
